Participant.id_in_session,Participant.code,Participant.label,Participant._is_bot,Participant._index_in_pages,Participant._max_page_index,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.quiz_q1,Player.quiz_q2,Player.role_int,Player.seller_price0,Player.seller_price1,Player.seller_price2,Player.seller_price3,Player.seller_price4,Player.seller_price5,Player.seller_price6,Player.seller_price7,Player.seller_price8,Player.seller_price9,Player.seller_price10,Player.seller_price11,Player.seller_price12,Player.seller_price13,Player.seller_price14,Player.seller_price15,Player.seller_total_price,Player.sales,Player.earnings,Player.buyer_choice,Player.seller_selected,Player.price_paid,Player.identifier,Player.cum_profits,Player.clicks,Player.payoff,Group.id_in_subsession,Subsession.round_number,Subsession.num_prices,Subsession.sellers_per_group,Subsession.buyers_per_group,Subsession.game_number,Session.code,Session.label,Session.experimenter_name,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.comment,Session.is_demo
5,ircptch2,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.558169+00:00,0,1,,,2,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,1,2,402,2,849,0,398,2,4,8,2,2,1,rr95817w,,,,,,,,0
6,x7xka33o,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.714170+00:00,0,1,,,1,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,0,1,357,1,788,0,443,1,4,8,2,2,1,rr95817w,,,,,,,,0
7,kcpuzzz9,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.871171+00:00,0,1,,,1,800 tokens,800 tokens,1,95,72,61,56,81,60,60,64,,,,,,,,,549,1,449,,,,1,722,0,449,3,4,8,2,2,1,rr95817w,,,,,,,,0
8,fp6k0k6z,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.011572+00:00,0,1,,,4,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,0,1,518,1,715,0,282,2,4,8,2,2,1,rr95817w,,,,,,,,0
9,sh6hsflz,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.169573+00:00,0,1,,,3,800 tokens,800 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,549,1,500,0,251,3,4,8,2,2,1,rr95817w,,,,,,,,0
10,fnzmcyq8,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.325574+00:00,0,1,,,1,0 tokens,0 tokens,1,77,90,7,85,46,89,78,46,,,,,,,,,518,1,418,,,,1,685,0,418,2,4,8,2,2,1,rr95817w,,,,,,,,0
11,smom7ta6,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.481575+00:00,0,1,,,2,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,1,2,417,2,605,0,383,3,4,8,2,2,1,rr95817w,,,,,,,,0
12,fgthtd8j,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.637576+00:00,0,1,,,4,It depends on the prices I set,It depends on the prices I set,1,14,2,42,95,97,18,62,27,,,,,,,,,357,1,257,,,,1,684,0,257,1,4,8,2,2,1,rr95817w,,,,,,,,0
1,u6wb86wx,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:48.887364+00:00,0,1,,,4,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,1,2,64,1,1393,0,736,1,5,1,2,2,2,rr95817w,,,,,,,,0
2,euefk5r0,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.090166+00:00,0,1,,,4,800 tokens,800 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,383,2,1432,0,417,3,5,1,2,2,2,rr95817w,,,,,,,,0
3,qpookmnh,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.246167+00:00,0,1,,,2,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,0,1,199,1,1123,0,601,2,5,1,2,2,2,rr95817w,,,,,,,,0
4,38n1fons,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.402168+00:00,0,1,,,2,800 tokens,800 tokens,1,383,,,,,,,,,,,,,,,,383,2,566,,,,1,1224,0,566,3,5,1,2,2,2,rr95817w,,,,,,,,0
5,ircptch2,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.558169+00:00,0,1,,,4,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,199,2,1450,0,601,2,5,1,2,2,2,rr95817w,,,,,,,,0
6,x7xka33o,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.714170+00:00,0,1,,,3,800 tokens,800 tokens,1,181,,,,,,,,,,,,,,,,181,0,0,,,,2,788,0,0,3,5,1,2,2,2,rr95817w,,,,,,,,0
7,kcpuzzz9,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.871171+00:00,0,1,,,1,800 tokens,800 tokens,1,199,,,,,,,,,,,,,,,,199,2,198,,,,1,920,0,198,2,5,1,2,2,2,rr95817w,,,,,,,,0
8,fp6k0k6z,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.011572+00:00,0,1,,,3,0 tokens,0 tokens,1,38,,,,,,,,,,,,,,,,38,0,0,,,,2,715,0,0,2,5,1,2,2,2,rr95817w,,,,,,,,0
9,sh6hsflz,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.169573+00:00,0,1,,,1,0 tokens,0 tokens,1,33,,,,,,,,,,,,,,,,33,0,0,,,,1,500,0,0,1,5,1,2,2,2,rr95817w,,,,,,,,0
10,fnzmcyq8,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.325574+00:00,0,1,,,3,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,1,2,64,2,1421,0,736,1,5,1,2,2,2,rr95817w,,,,,,,,0
11,smom7ta6,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.481575+00:00,0,1,,,1,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,0,1,383,1,1022,0,417,3,5,1,2,2,2,rr95817w,,,,,,,,0
12,fgthtd8j,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.637576+00:00,0,1,,,2,0 tokens,0 tokens,1,64,,,,,,,,,,,,,,,,64,2,-72,,,,2,612,0,-72,1,5,1,2,2,2,rr95817w,,,,,,,,0
1,u6wb86wx,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:48.887364+00:00,0,1,,,1,800 tokens,800 tokens,2,,,,,,,,,,,,,,,,,,,,1,2,265,1,1928,0,535,1,6,1,2,2,2,rr95817w,,,,,,,,0
2,euefk5r0,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.090166+00:00,0,1,,,3,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,1,2,97,2,2135,0,703,3,6,1,2,2,2,rr95817w,,,,,,,,0
3,qpookmnh,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.246167+00:00,0,1,,,2,800 tokens,800 tokens,1,265,,,,,,,,,,,,,,,,265,1,165,,,,2,1288,0,165,1,6,1,2,2,2,rr95817w,,,,,,,,0
4,38n1fons,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.402168+00:00,0,1,,,2,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,259,1,1765,0,541,2,6,1,2,2,2,rr95817w,,,,,,,,0
5,ircptch2,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.558169+00:00,0,1,,,3,It depends on the prices I set,It depends on the prices I set,1,273,,,,,,,,,,,,,,,,273,1,173,,,,1,1623,0,173,1,6,1,2,2,2,rr95817w,,,,,,,,0
6,x7xka33o,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.714170+00:00,0,1,,,2,800 tokens,800 tokens,1,97,,,,,,,,,,,,,,,,97,1,-3,,,,2,785,0,-3,3,6,1,2,2,2,rr95817w,,,,,,,,0
7,kcpuzzz9,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.871171+00:00,0,1,,,1,800 tokens,800 tokens,1,360,,,,,,,,,,,,,,,,360,0,0,,,,2,920,0,0,2,6,1,2,2,2,rr95817w,,,,,,,,0
8,fp6k0k6z,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.011572+00:00,0,1,,,4,800 tokens,800 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,258,1,1257,0,542,3,6,1,2,2,2,rr95817w,,,,,,,,0
9,sh6hsflz,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.169573+00:00,0,1,,,4,It depends on the prices I set,It depends on the prices I set,2,,,,,,,,,,,,,,,,,,,,0,1,273,2,1027,0,527,1,6,1,2,2,2,rr95817w,,,,,,,,0
10,fnzmcyq8,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.325574+00:00,0,1,,,3,0 tokens,0 tokens,1,259,,,,,,,,,,,,,,,,259,2,318,,,,1,1739,0,318,2,6,1,2,2,2,rr95817w,,,,,,,,0
11,smom7ta6,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.481575+00:00,0,1,,,4,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,259,2,1563,0,541,2,6,1,2,2,2,rr95817w,,,,,,,,0
12,fgthtd8j,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.637576+00:00,0,1,,,1,It depends on the prices I set,It depends on the prices I set,1,258,,,,,,,,,,,,,,,,258,1,158,,,,1,770,0,158,3,6,1,2,2,2,rr95817w,,,,,,,,0
1,u6wb86wx,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:48.887364+00:00,0,1,,,4,800 tokens,800 tokens,2,,,,,,,,,,,,,,,,,,,,1,2,270,1,2458,0,530,2,7,16,2,2,3,rr95817w,,,,,,,,0
2,euefk5r0,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.090166+00:00,0,1,,,4,800 tokens,800 tokens,1,42,45,21,12,0,48,16,43,39,16,24,3,2,46,43,9,409,1,309,,,,2,2444,0,309,3,7,16,2,2,3,rr95817w,,,,,,,,0
3,qpookmnh,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.246167+00:00,0,1,,,1,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,336,1,1752,0,464,3,7,16,2,2,3,rr95817w,,,,,,,,0
4,38n1fons,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.402168+00:00,0,1,,,4,800 tokens,800 tokens,2,,,,,,,,,,,,,,,,,,,,1,2,393,2,2172,0,407,1,7,16,2,2,3,rr95817w,,,,,,,,0
5,ircptch2,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.558169+00:00,0,1,,,3,0 tokens,0 tokens,1,14,14,43,50,50,14,36,35,22,48,27,7,30,20,38,31,479,1,379,,,,1,2002,0,379,2,7,16,2,2,3,rr95817w,,,,,,,,0
6,x7xka33o,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.714170+00:00,0,1,,,2,It depends on the prices I set,It depends on the prices I set,1,8,24,26,11,2,46,19,16,1,9,11,23,4,36,21,13,270,1,170,,,,2,955,0,170,2,7,16,2,2,3,rr95817w,,,,,,,,0
7,kcpuzzz9,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.871171+00:00,0,1,,,2,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,1,2,409,2,1311,0,391,3,7,16,2,2,3,rr95817w,,,,,,,,0
8,fp6k0k6z,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.011572+00:00,0,1,,,1,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,479,2,1578,0,321,2,7,16,2,2,3,rr95817w,,,,,,,,0
9,sh6hsflz,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.169573+00:00,0,1,,,1,800 tokens,800 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,429,1,1398,0,371,1,7,16,2,2,3,rr95817w,,,,,,,,0
10,fnzmcyq8,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.325574+00:00,0,1,,,2,0 tokens,0 tokens,1,4,42,10,41,20,33,41,25,21,12,17,44,35,21,3,24,393,1,293,,,,2,2032,0,293,1,7,16,2,2,3,rr95817w,,,,,,,,0
11,smom7ta6,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.481575+00:00,0,1,,,3,800 tokens,800 tokens,1,30,20,7,35,27,15,45,26,8,10,32,36,24,39,42,33,429,1,329,,,,1,1892,0,329,1,7,16,2,2,3,rr95817w,,,,,,,,0
12,fgthtd8j,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:50.637576+00:00,0,1,,,3,0 tokens,0 tokens,1,6,35,19,11,4,42,16,20,5,17,42,22,1,31,46,19,336,1,236,,,,1,1006,0,236,3,7,16,2,2,3,rr95817w,,,,,,,,0
1,u6wb86wx,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:48.887364+00:00,0,1,,,4,0 tokens,0 tokens,2,,,,,,,,,,,,,,,,,,,,0,1,453,1,2805,0,347,3,8,16,2,2,3,rr95817w,,,,,,,,0
2,euefk5r0,,1,145,144,dimension,8,RoundSummaryWait,127.0.0.1,2016-09-22 18:30:49.090166+00:00,0,1,,,3,It depends on the prices I set,It depends on the prices I set,1,21,29,5,28,20,17,26,50,45,16,3,34,36,49,33,41,453,1,353,,,,1,2797,0,353,3,8,16,2,2,3,rr95817w,,,,,,,,0
